"","species","genus_species","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory1","redlistCategory2","redlistCategory3","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16"
"6301","Potorous platyops","Potorous platyops","Potoroidae","Diprotodontia",500,1,"Yes",-36.9993055,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6302","Potorous tridactylus","Potorous tridactylus","Potoroidae","Diprotodontia",1100,1,"No",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6303","Potos flavus","Potos flavus","Procyonidae","Carnivora",3000,1,"Yes",10.306799,"Least Concern",NA,NA,"food_human","pets_display_animals_horticulture","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6304","Praomys aeta","Praomys aeta",NA,"Rodentia",NA,NA,"Yes",-9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6305","Praomys butleri","Praomys butleri",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6306","Praomys coetzeei","Praomys coetzeei","Muridae","Rodentia",NA,NA,"Yes",-8.873959,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6307","Praomys daltoni","Praomys daltoni","Muridae","Rodentia",34.99,1,"Yes",10.06,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6308","Praomys degraaffi","Praomys degraaffi","Muridae","Rodentia",36.25,0,"Yes",-2.65,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6309","Praomys delectorum","Praomys delectorum","Muridae","Rodentia",36,1,"Yes",-6.8833,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6310","Praomys derooi","Praomys derooi","Muridae","Rodentia",32,1,"Yes",9.75,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6311","Praomys erythroleucus","Praomys erythroleucus","Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6312","Praomys fumatus","Praomys fumatus","Muridae","Rodentia",NA,NA,"Yes",-0.716667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6313","Praomys hartwigi","Praomys hartwigi","Muridae","Rodentia",38.86,1,"Yes",6.216,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6314","Praomys jacksoni","Praomys jacksoni","Muridae","Rodentia",42,1,"Yes",0.3333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6315","Praomys lukolelae","Praomys lukolelae","Muridae","Rodentia",42.2,1,"Yes",-0.0667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6316","Praomys mattheyi","Praomys mattheyi","Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6317","Praomys minor","Praomys minor","Muridae","Rodentia",41.84,2,"Yes",0.28,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6318","Praomys misonnei","Praomys misonnei","Muridae","Rodentia",41.91,2,"Yes",4,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6319","Praomys morio","Praomys morio","Muridae","Rodentia",30,1,"Yes",4.14,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6320","Praomys mutoni","Praomys mutoni","Muridae","Rodentia",41.71,2,"Yes",0.6,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6321","Praomys obscurus","Praomys obscurus","Muridae","Rodentia",36.25,0,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6322","Praomys petteri","Praomys petteri","Muridae","Rodentia",36.25,0,"Yes",1.07,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6323","Praomys rostratus","Praomys rostratus","Muridae","Rodentia",41.83,2,"Yes",8.995,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6324","Praomys taitae","Praomys taitae","Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6325","Praomys tullbergi","Praomys tullbergi","Muridae","Rodentia",35.83,1,"Yes",5.34087,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6326","Praomys verschureni","Praomys verschureni","Muridae","Rodentia",36.25,0,"Yes",1.4,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6327","Presbytis albigena","Presbytis albigena",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6328","Presbytis bicolor","Presbytis melalophos bicolor",NA,NA,NA,NA,"No",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6329","Presbytis canicrus","Presbytis canicrus",NA,NA,NA,NA,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6330","Presbytis chrysomelas","Presbytis chrysomelas","Cercopithecidae","Primates",6374.15,0,"Yes",3.666667,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6331","Presbytis comata","Presbytis comata","Cercopithecidae","Primates",6250,1,"No",NA,"Endangered",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6332","Presbytis femoralis","Presbytis femoralis","Cercopithecidae","Primates",7000,1,"No",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6333","Presbytis frontata","Presbytis frontata","Cercopithecidae","Primates",6050,1,"Yes",-2.337905,"Vulnerable",NA,NA,"food_human","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6334","Presbytis hosei","Presbytis hosei","Cercopithecidae","Primates",6500,1,"No",NA,"Vulnerable",NA,NA,"food_human","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6335","Presbytis ignita","Presbytis ignita",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6336","Presbytis melalophos","Presbytis melalophos","Cercopithecidae","Primates",6300,1,"No",NA,"Endangered",NA,NA,"food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6337","Presbytis mitrata","Presbytis melalophos mitrata","Cercopithecidae","Primates",NA,NA,"No",NA,"Vulnerable",NA,NA,"pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6338","Presbytis natunae","Presbytis natunae","Cercopithecidae","Primates",6374.15,0,"Yes",4,"Vulnerable",NA,NA,"pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6339","Presbytis nobilis","Presbytis nobilis",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6340","Presbytis pileata","Presbytis pileata",NA,"Primates",NA,NA,"Yes",26.3333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6341","Presbytis potenziani","Presbytis potenziani","Cercopithecidae","Primates",6450,1,"No",NA,"Critically Endangered",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6342","Presbytis robinsoni","Presbytis robinsoni",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6343","Presbytis rubicunda","Presbytis rubicunda","Cercopithecidae","Primates",6300,1,"No",NA,"Vulnerable",NA,NA,"food_human","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6344","Presbytis sabana","Presbytis sabana",NA,"Primates",NA,NA,"Yes",5.58333,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6345","Presbytis senex","Presbytis senex","Cercopithecidae","Primates",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6346","Presbytis siamensis","Presbytis siamensis","Cercopithecidae","Primates",5895.06,1,"Yes",3.7111765,"Near Threatened",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6347","Presbytis siberu","Presbytis potenziani siberu",NA,NA,NA,NA,"No",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6348","Presbytis sumatranus","Presbytis melalophos sumatranus",NA,NA,NA,NA,"No",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6349","Presbytis thomasi","Presbytis thomasi","Cercopithecidae","Primates",6690,1,"Yes",3.555349,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6350","Presbytis vetulus","Presbytis vetulus",NA,"Primates",NA,NA,"Yes",6.7159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6351","Priodontes maximus","Priodontes maximus","Dasypodidae","Cingulata",45359.68,1,"Yes",4.91675,"Vulnerable",NA,NA,"food_human","other_household_goods","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6352","Prionailurus bengalensis","Prionailurus bengalensis","Felidae","Carnivora",3300,1,"No",NA,"Least Concern",NA,NA,"food_human","handicrafts_jewellery","medicine","pets_display_animals_horticulture","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6353","Prionailurus hispida","Prionailurus hispida",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6354","Prionailurus iriomotensis","Prionailurus iriomotensis","Felidae","Carnivora",3700,1,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6355","Prionailurus largha","Prionailurus largha",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6356","Prionailurus planiceps","Prionailurus planiceps","Felidae","Carnivora",6750,1,"Yes",2.92,"Endangered",NA,NA,"handicrafts_jewellery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6357","Prionailurus rubiginosus","Prionailurus rubiginosus","Felidae","Carnivora",1384.38,1,"Yes",7.3,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6358","Prionailurus viverrinus","Prionailurus viverrinus","Felidae","Carnivora",9140.33,1,"Yes",19.766667,"Vulnerable",NA,NA,"wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6359","Prionodon linsang","Prionodon linsang","Viverridae","Carnivora",700,1,"Yes",3.23,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6360","Prionodon pardicolor","Prionodon pardicolor","Viverridae","Carnivora",512,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6361","Prionodon pardicotor","Prionodon pardicotor",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6362","Prionomys batesi","Prionomys batesi","Nesomyidae","Rodentia",12.5,1,"Yes",3.883,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6363","Procapra gutturosa","Procapra gutturosa","Bovidae","Artiodactyla",27750,1,"Yes",46.986894,"Least Concern",NA,NA,"food_human","medicine","other_household_goods","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6364","Procapra picticaudata","Procapra picticaudata","Bovidae","Artiodactyla",20000,1,"Yes",33.868938,"Near Threatened",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6365","Procapra przewalskii","Procapra przewalskii","Bovidae","Artiodactyla",27500,1,"Yes",36.8584405,"Endangered",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6366","Procavia bettoni","Procavia bettoni",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6367","Procavia buchanani","Procavia buchanani",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6368","Procavia butleri","Procavia butleri",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6369","Procavia capensis","Procavia capensis","Procaviidae","Hyracoidea",3029.98,1,"No",NA,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6370","Procavia daemon","Procavia daemon",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6371","Procavia goslingi","Procavia goslingi",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6372","Procavia jacksoni","Procavia jacksoni",NA,"Hyracoidea",NA,NA,"Yes",0.441816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6373","Procavia johnstoni","Procavia johnstoni","Procaviidae","Hyracoidea",NA,NA,"Yes",-2.555446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6374","Procavia latastei","Procavia latastei",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6375","Procavia lopesi","Procavia lopesi",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6376","Procavia mackinderi","Procavia mackinderi",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6377","Procavia mima","Procavia mima",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6378","Procavia oweni","Procavia oweni",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6379","Procavia pallida","Procavia pallida",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6380","Procavia pumila","Procavia pumila",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6381","Procavia ruficeps","Procavia ruficeps",NA,"Hyracoidea",NA,NA,"Yes",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6382","Procavia ruwenzorii","Procavia ruwenzorii",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6383","Procavia sharica","Procavia sharica",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6384","Procavia syriaca","Procavia syriaca",NA,"Hyracoidea",NA,NA,"Yes",32.041758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6385","Procolobus verus","Procolobus verus","Cercopithecidae","Primates",4000,1,"Yes",6.783333,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6386","Proconsul africanus","Proconsul africanus",NA,"Primates",NA,NA,"Yes",-0.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6387","Proconsul heseloni","Proconsul heseloni",NA,"Primates",NA,NA,"Yes",-0.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6388","Proconsul nyanzae","Proconsul nyanzae",NA,"Primates",NA,NA,"Yes",-0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6389","Procyon brachyurus","Procyon brachyurus",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6390","Procyon cancrivorus","Procyon cancrivorus","Procyonidae","Carnivora",6949.92,1,"Yes",-15.487035,"Least Concern",NA,NA,"pets_display_animals_horticulture","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6391","Procyon lotor","Procyon lotor","Procyonidae","Carnivora",5524.97,1,"No",NA,"Least Concern",NA,NA,"sport_hunting_specimen_collecting","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6392","Procyon minor","Procyon minor","Procyonidae","Carnivora",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6393","Procyon obscurus","Procyon obscurus",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6394","Procyon psora","Procyon psora",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6395","Procyon pygmaeus","Procyon pygmaeus","Procyonidae","Carnivora",2500,1,"Yes",20.48861,"Critically Endangered",NA,NA,"pets_display_animals_horticulture","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6396","Proechimys brevicauda","Proechimys brevicauda","Echimyidae","Rodentia",285,1,"Yes",-4.45563,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6397","Proechimys canicollis","Proechimys canicollis","Echimyidae","Rodentia",285,1,"Yes",10.916665,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6398","Proechimys centralis","Proechimys centralis",NA,"Rodentia",NA,NA,"Yes",8.673872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6399","Proechimys chrysaeolus","Proechimys chrysaeolus","Echimyidae","Rodentia",285,1,"Yes",7.0994585,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6400","Proechimys cuvieri","Proechimys cuvieri","Echimyidae","Rodentia",330,1,"Yes",4.33,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6401","Proechimys decumanus","Proechimys decumanus","Echimyidae","Rodentia",285,1,"Yes",-3.683333,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6402","Proechimys echinothrix","Proechimys echinothrix","Echimyidae","Rodentia",292.04,0,"Yes",-3.316667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6403","Proechimys gardneri","Proechimys gardneri","Echimyidae","Rodentia",292.04,0,"Yes",-6.583333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6404","Proechimys goeldii","Proechimys goeldii","Echimyidae","Rodentia",285,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6405","Proechimys guairae","Proechimys guairae","Echimyidae","Rodentia",400,1,"Yes",7.32,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6406","Proechimys gularis","Proechimys gularis","Echimyidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6407","Proechimys guyannensis","Proechimys guyannensis","Echimyidae","Rodentia",314.03,1,"Yes",4.70858,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6408","Proechimys hoplomyoides","Proechimys hoplomyoides","Echimyidae","Rodentia",285,1,"Yes",5.28,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6409","Proechimys kulinae","Proechimys kulinae","Echimyidae","Rodentia",292.04,0,"Yes",-6.75,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6410","Proechimys longicaudatus","Proechimys longicaudatus","Echimyidae","Rodentia",205,1,"Yes",-13.066667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6411","Proechimys magdalenae","Proechimys magdalenae","Echimyidae","Rodentia",285,1,"Yes",6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6412","Proechimys mincae","Proechimys mincae","Echimyidae","Rodentia",285,1,"Yes",11.15,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6413","Proechimys oconnelli","Proechimys oconnelli","Echimyidae","Rodentia",285,1,"Yes",3.283333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6414","Proechimys oris","Proechimys oris","Echimyidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6415","Proechimys pattoni","Proechimys pattoni","Echimyidae","Rodentia",292.04,0,"Yes",-8.666667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6416","Proechimys poliopus","Proechimys poliopus","Echimyidae","Rodentia",285,1,"Yes",9.93865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6417","Proechimys quadruplicatus","Proechimys quadruplicatus","Echimyidae","Rodentia",285,1,"Yes",-3.766667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6418","Proechimys roberti","Proechimys roberti","Echimyidae","Rodentia",284.99,1,"Yes",-4.68,"Least Concern",NA,NA,"food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6419","Proechimys semispinosus","Proechimys semispinosus","Echimyidae","Rodentia",360.5,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6420","Proechimys simonsi","Proechimys simonsi","Echimyidae","Rodentia",285,1,"Yes",-6.583333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6421","Proechimys steerei","Proechimys steerei","Echimyidae","Rodentia",285,1,"Yes",-6.75,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6422","Proechimys trinitatis","Proechimys trinitatis","Echimyidae","Rodentia",NA,NA,"Yes",10.45,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6423","Proechimys trinitatus","Proechimys trinitatus","Echimyidae","Rodentia",296.15,2,"Yes",10.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6424","Proechimys urichi","Proechimys urichi","Echimyidae","Rodentia",285,1,"Yes",10.433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6425","Proedromys bedfordi","Proedromys bedfordi","Cricetidae","Rodentia",55.86,2,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6426","Proedromys liangshanensis","Proedromys liangshanensis","Cricetidae","Rodentia",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
