"","species","ID","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory1","redlistCategory2","redlistCategory3","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16"
"6621","Pteropus pohlei",744706,"Pteropodidae","Chiroptera",343,1,"Yes",-1.24437,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6622","Pteropus poliocephalus",813025,"Pteropodidae","Chiroptera",749.91,1,"Yes",-33.6,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6623","Pteropus pselaphon",3613492,"Pteropodidae","Chiroptera",282.86,2,"Yes",27.1227345,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6624","Pteropus pumilus",251394,"Pteropodidae","Chiroptera",183.35,1,"Yes",9.3833,"Near Threatened",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6625","Pteropus pyrrhocephalus",7656289,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6626","Pteropus rayneri",156179,"Pteropodidae","Chiroptera",724.5,1,"No",NA,"Near Threatened",NA,NA,"food_human","handicrafts_jewellery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6627","Pteropus rennelli",3613488,"Pteropodidae","Chiroptera",361.25,0,"Yes",-11.624204,"Endangered",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6628","Pteropus rodricensis",610858,"Pteropodidae","Chiroptera",253.83,1,"Yes",-19.665819,"Endangered",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6629","Pteropus rufus",423030,"Pteropodidae","Chiroptera",361,1,"Yes",-18.8,"Vulnerable",NA,NA,"food_human","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6630","Pteropus samoensis",99588,"Pteropodidae","Chiroptera",310,1,"No",NA,"Near Threatened",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6631","Pteropus scapulatus",395328,"Pteropodidae","Chiroptera",405.96,1,"Yes",-28.798411,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6632","Pteropus seychellensis",1034143,"Pteropodidae","Chiroptera",457,1,"No",NA,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6633","Pteropus speciosus",251395,"Pteropodidae","Chiroptera",344.76,2,"Yes",5.133333,"Data Deficient",NA,NA,"sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6634","Pteropus subniger",3613498,"Pteropodidae","Chiroptera",361.25,0,"Yes",-20.30084,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6635","Pteropus temminckii",813043,"Pteropodidae","Chiroptera",361.25,0,"Yes",-4.3333,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6636","Pteropus temminki",7656290,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6637","Pteropus tokudae",3613479,"Pteropodidae","Chiroptera",152,1,"Yes",NA,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6638","Pteropus tonganus",610860,"Pteropodidae","Chiroptera",418.33,1,"Yes",-15.4416665,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6639","Pteropus tuberculatus",3613478,"Pteropodidae","Chiroptera",282.86,2,"Yes",NA,"Endangered",NA,NA,"food_human","handicrafts_jewellery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6640","Pteropus ualanus",3613490,"Pteropodidae","Chiroptera",361.25,0,"Yes",NA,"Endangered",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6641","Pteropus vampyrus",448935,"Pteropodidae","Chiroptera",935.88,1,"Yes",7.451193,"Near Threatened",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6642","Pteropus vetulus",99587,"Pteropodidae","Chiroptera",148,1,"Yes",-22.25,"Near Threatened",NA,NA,"food_human","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6643","Pteropus voeltzkowi",1034137,"Pteropodidae","Chiroptera",527.5,1,"Yes",-5.166667,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6644","Pteropus woodfordi",99590,"Pteropodidae","Chiroptera",119.33,1,"Yes",-9.585651,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6645","Pteropus yapensis",3613494,"Pteropodidae","Chiroptera",361.25,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6646","Ptilocercus lowii",81758,"Ptilocercidae","Scandentia",41.88,1,"Yes",3.18,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6647","Pudu mephistophiles",345506,"Cervidae","Artiodactyla",9599.97,1,"Yes",2.483333,"Data Deficient",NA,NA,"pets_display_animals_horticulture","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6648","Pudu puda",853508,"Cervidae","Artiodactyla",9749.9,1,"Yes",-41.067155,"Near Threatened",NA,NA,"food_animal","food_human","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6649","Pultiphagonides africanus",7655600,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6650","Puma concolor",42307,"Felidae","Carnivora",51600.04,1,"No",NA,"Least Concern",NA,NA,"handicrafts_jewellery","other_household_goods","pets_display_animals_horticulture","sport_hunting_specimen_collecting","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6651","Puma yagouaroundi",86162,"Felidae","Carnivora",6875,1,"Yes",4.94075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6652","Puma yaguarondi",7656145,NA,"Carnivora",NA,NA,"Yes",6.092778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6653","Punomys kofordi",3611165,"Cricetidae","Rodentia",84.8,0,"Yes",-14.25466,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6654","Punomys lemminus",3611192,"Cricetidae","Rodentia",84.8,1,"Yes",-16.683333,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6655","Pusa caspica",22064,"Phocidae","Carnivora",62326.2,1,"Yes",42.786364,"Endangered",NA,NA,"food_human","fuels","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6656","Pusa hispida",175251,"Phocidae","Carnivora",70963.6,1,"No",NA,"Least Concern",NA,NA,"food_human","fuels","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6657","Pusa sibirica",1040678,"Phocidae","Carnivora",89499.99,1,"Yes",51.856226,"Least Concern",NA,NA,"food_human","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6658","Pygathrix cinerea",786,"Cercopithecidae","Primates",9266.6,0,"Yes",NA,"Critically Endangered",NA,NA,"food_human","medicine","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6659","Pygathrix nemaeus",721486,"Cercopithecidae","Primates",8310,1,"No",NA,"Critically Endangered",NA,NA,"food_human","medicine","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6660","Pygathrix nigripes",473243,"Cercopithecidae","Primates",10333.32,1,"Yes",11.564848,"Critically Endangered",NA,NA,"food_human","medicine","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6661","Pygeretmus platyurus",3608059,"Dipodidae","Rodentia",40.14,1,"Yes",48,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6662","Pygeretmus pumilio",1062845,"Dipodidae","Rodentia",52,1,"Yes",45.35546,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6663","Pygeretmus shitkovi",3608058,"Dipodidae","Rodentia",58.3,1,"Yes",46.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6664","Pygeretmus zhitkovi",3608058,"Dipodidae","Rodentia",NA,NA,"No",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6665","Pygoderma bilabiatum",894971,"Phyllostomidae","Chiroptera",18.5,1,"Yes",-24.45,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6666","Rangifer montanus",7655679,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6667","Rangifer tarandus",410153,"Cervidae","Artiodactyla",86033.98,1,"No",NA,"Least Concern","Vulnerable",NA,"establishing_ex_situ_production","food_human","handicrafts_jewellery","sport_hunting_specimen_collecting","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6668","Raphicerus campestris",513789,"Bovidae","Artiodactyla",10500.02,1,"Yes",-23.987563,"Least Concern",NA,NA,"food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6669","Raphicerus melanotis",40131,"Bovidae","Artiodactyla",10249.91,1,"Yes",-34.03487,"Least Concern",NA,NA,"food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6670","Raphicerus neumanni",7655530,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6671","Raphicerus sharpei",40133,"Bovidae","Artiodactyla",9499.92,1,"Yes",-22.7038335,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6672","Rattus adustus",3608837,"Muridae","Rodentia",158,1,"Yes",32.7938815,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6673","Rattus andamanensis",106800,"Muridae","Rodentia",149.96,0,"Yes",21.9883,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6674","Rattus annandalei",3608842,"Muridae","Rodentia",216.1,1,"Yes",3.17,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6675","Rattus arfakiensis",3608862,"Muridae",NA,149.96,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6676","Rattus argentiventer",977026,"Muridae","Rodentia",133.13,1,"Yes",-6.13,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6677","Rattus arrogans",3608865,"Muridae","Rodentia",149.96,0,"Yes",-4.2,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6678","Rattus baluensis",977028,"Muridae","Rodentia",108.75,1,"Yes",6.0801,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6679","Rattus blangorum",3608873,"Muridae",NA,149.96,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6680","Rattus bontanus",3608847,"Muridae","Rodentia",239,1,"Yes",-5.291385,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6681","Rattus burrus",3608856,"Muridae","Rodentia",152.3,2,"Yes",7.237777,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6682","Rattus coelestis",7654802,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6683","Rattus colletti",640782,"Muridae","Rodentia",61,1,"Yes",-12.5749,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6684","Rattus coucha",7654803,NA,"Rodentia",NA,NA,"Yes",-9.116667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6685","Rattus detentus",5852643,"Muridae","Rodentia",NA,NA,"No",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6686","Rattus doboensis",7654804,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6687","Rattus elaphinus",3608838,"Muridae","Rodentia",131.35,1,"Yes",-1.828244,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6688","Rattus enganus",3608841,"Muridae",NA,305,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6689","Rattus everetti",496420,"Muridae","Rodentia",255.03,1,"Yes",14.025961,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6690","Rattus exulans",283187,"Muridae","Rodentia",47.31,1,"Yes",-1.266667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6691","Rattus facetus",3608844,"Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6692","Rattus feliceus",3608869,"Muridae",NA,306,1,"Yes",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6693","Rattus flavipectus",106798,"Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6694","Rattus fuscipes",271553,"Muridae","Rodentia",133,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6695","Rattus giluwensis",895858,"Muridae","Rodentia",169.88,2,"Yes",-5.5654,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6696","Rattus hainaldi",3608858,"Muridae",NA,155.52,2,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6697","Rattus hoffmanni",1078780,"Muridae","Rodentia",147,1,"Yes",-1.30934,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6698","Rattus hoogerwerfi",3608871,"Muridae","Rodentia",165,1,"Yes",3.995403,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6699","Rattus insularis",7654805,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6700","Rattus jobiensis",3608852,"Muridae",NA,380,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6701","Rattus koopmani",3608836,"Muridae",NA,151.4,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6702","Rattus korinchi",3608845,"Muridae","Rodentia",131,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6703","Rattus leucopus",271581,"Muridae","Rodentia",171.73,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6704","Rattus losea",106795,"Muridae","Rodentia",77,1,"Yes",23.25427,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6705","Rattus lugens",3608878,"Muridae",NA,224,1,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6706","Rattus lutreolus",690686,"Muridae","Rodentia",106,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6707","Rattus macleari",571337,"Muridae","Rodentia",149.96,0,"Yes",-10.48271,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6708","Rattus marmosurus",3608844,"Muridae",NA,217,1,"No",NA,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6709","Rattus mindorensis",3608877,"Muridae","Rodentia",136,1,"Yes",13.2833,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6710","Rattus mollicomulus",3608843,"Muridae","Rodentia",151.76,2,"Yes",-5.304112,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6711","Rattus moluccarius",977030,"Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6712","Rattus montanus",3608876,"Muridae","Rodentia",136,1,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6713","Rattus mordax",690689,"Muridae","Rodentia",230,1,"Yes",-8.5,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6714","Rattus morotaiensis",3608848,"Muridae","Rodentia",148.25,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6715","Rattus nativitatis",571335,"Muridae","Rodentia",149.96,0,"Yes",-10.48271,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6716","Rattus nikenii",NA,NA,NA,NA,NA,"No",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6717","Rattus niobe",690682,"Muridae","Rodentia",45.07,1,"Yes",-5.82161221327405,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6718","Rattus nitidus",92106,"Muridae","Rodentia",133.5,1,"Yes",27.23333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6719","Rattus norvegicus",271555,"Muridae","Rodentia",338.33,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6720","Rattus novaeguineae",795203,"Muridae","Rodentia",133,1,"Yes",-7.27765078328356,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6721","Rattus omichlodes",3608864,"Muridae","Rodentia",70.02,1,"Yes",-4.066667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6722","Rattus osgoodi",3608872,"Muridae","Rodentia",93,1,"Yes",12.08333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6723","Rattus palmarum",3608851,"Muridae","Rodentia",491,1,"Yes",7,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6724","Rattus panglima",7654806,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6725","Rattus pelurus",3608879,"Muridae",NA,170.27,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6726","Rattus pesticularis",7654807,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6727","Rattus pococki",3608874,"Muridae",NA,149.96,0,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6728","Rattus praetor",109411,"Muridae","Rodentia",204.13,1,"Yes",-4.533,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6729","Rattus pyctoris",818981,"Muridae","Rodentia",149.96,0,"Yes",34.583328,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6730","Rattus ranjiniae",3608840,"Muridae","Rodentia",120,1,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6731","Rattus rattus",271571,"Muridae","Rodentia",229.13,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6732","Rattus richardsoni",3608863,"Muridae",NA,64.29,1,"No",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6733","Rattus sakeratensis",1020315,"Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6734","Rattus salocco",3608867,"Muridae",NA,149.96,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6735","Rattus sanila",3608861,"Muridae",NA,149.96,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6736","Rattus satarae",106808,"Muridae","Rodentia",149.96,0,"Yes",15.1906,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6737","Rattus simalurensis",3608849,"Muridae",NA,153.12,2,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6738","Rattus sordidus",794938,"Muridae","Rodentia",157.5,1,"Yes",-17.14503,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6739","Rattus steini",690684,"Muridae","Rodentia",155,1,"Yes",-7.34195720165592,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6740","Rattus stoicus",3608854,"Muridae","Rodentia",323,1,"Yes",10.766667,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6741","Rattus tanezumi",85028,"Muridae","Rodentia",134,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6742","Rattus tawitawiensis",3608875,"Muridae",NA,180,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6743","Rattus timorensis",3608868,"Muridae","Rodentia",160.32,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6744","Rattus tiomanicus",977033,"Muridae","Rodentia",129.96,1,"Yes",-6.118123,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6745","Rattus tunneyi",794935,"Muridae","Rodentia",124,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6746","Rattus vandeuseni",3608866,"Muridae",NA,67.24,1,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6747","Rattus verecundus",690698,"Muridae","Rodentia",97.02,1,"Yes",-5.82161221327405,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6748","Rattus villosissimus",794932,"Muridae","Rodentia",134,1,"Yes",-25.737816,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6749","Rattus xanthurus",3608857,"Muridae","Rodentia",303,1,"Yes",0.7638,"Near Threatened",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
