"","synonyms"
"7216","Sekeetamys makrami"
"7217","Semnopithecus entellus hector"
"7218","Pithecus entellus aeneas"
"7219","Pithecus entellus elissa"
"7220","Semnopithecus dussumieri"
"7221","Mesopithecus monspessulanus"
"7222","Presbytis palaeindicus"
"7223","Semnopithecus entellus priam"
"7224","Pithecus entellus priamellus"
"7225","Semnopithecus pallipes"
"7226","Semnopithecus priamus"
"7227","Semnopithecus priam thersites"
"7228","Presbytis thersites"
"7229","Pithecus entellus achilles"
"7230","Semnopithecus nipalensis"
"7231","Presbytis lania"
"7232","Papio subhimalayanus"
"7233","Kangurus brachyurus"
"7234","Halmaturus brevicaudatus"
"7235","Sicista betulina taigica"
"7236","Mus betulina"
"7237","Sicista norvegica"
"7238","Sicista montana"
"7239","Sminthus tatricus"
"7240","Sminthus flavus"
"7241","Sminthus leathemi"
"7242","Sicista weigoldi"
"7243","Sminthus tianschanicus"
"7244","Sigmodon alleni vulcani"
"7245","Sigmodon macdougalli"
"7246","Sigmodon macrodon"
"7247","Sigmodon guerrerensis"
"7248","Sigmodon hispidus hirsutus"
"7249","Sigmodon hispidus griseus"
"7250","Sigmodon borucae chiriquensis"
"7251","? hirsutus"
"7252","Sigmodon austerulus"
"7253","Sigmodon borucae"
"7254","Sigmodon alticola amoles"
"7255","Sigmodon alticola"
"7256","Sigmodon hispidus atratus"
"7257","Sigmodon hispidus inexoratus"
"7258","Sigmodon hispidus obvelatus"
"7259","Sigmodon hispidus ischyrus"
"7260","Sigmodon hispidus tonalensis"
"7261","Sigmodon ochrognathus madrensis"
"7262","Sigmodon ochrognathus montanus"
"7263","Sigmodon baileyi"
"7264","Sigmodon planifrons minor"
"7265","Sigmodon planifrons setzeri"
"7266","Sigmodon hispidus toltecus"
"7267","Sigmodon hispidus microdon"
"7268","Sigmodon hispidus furvus"
"7269","Sigmodon hispidus saturatus"
"7270","Nectomys alfari efficax"
"7271","Oryzomys ochraceus"
"7272","Tanyuromys aphrastus"
"7273","Oryzomys aphrastus"
"7274","Sigmodon hispidus villae"
"7275","Nasalis concolor"
"7276","Theropithecus oswaldi"
"7277","Griphopithecus alpani"
"7278","Phascogale crassicaudata"
"7279","Antechinus froggatti"
"7280","Antechinus fuliginosus"
"7281","Sminthopsis longicaudatus"
"7282","Sminthopsis monticola"
"7283","Podabrus macrourus"
"7284","Podabrus macrurus"
"7285","Atopogale cubana"
"7286","Oryzomys angouya"
"7287","Oryzomys buccinatus"
"7288","Oryzomys ratticeps"
"7289","? angouya"
"7290","Sorex vulgaris"
"7291","Sorex araneus wettsteini"
"7292","Sorex araneus garganicus"
"7293","Sorex araneus hulleri"
"7294","Sorex araneus silanus"
"7295","Sorex concinnus"
"7296","Sorex cskii"
"7297","Sorex nuda"
"7298","Sorex hermanni"
"7299","Sorex tomensis"
"7300","Sorex melanodon"
"7301","Sorex personatus"
"7302","Sorex uralensis"
"7303","Sorex castaneus"
"7304","Sorex crassicaudatus"
"7305","Sorex tetragonurus"
"7306","Sorex monsvairani"
"7307","Sorex peucinus"
"7308","Sorex ignotus"
"7309","Sorex iochanseni"
"7310","Sorex alticola"
"7311","Sorex bergensis"
"7312","Sorex bohemicus"
"7313","Sorex santonus"
"7314","Sorex labiosus"
"7315","Sorex pallidus"
"7316","Sorex rhinolophus"
"7317","Sorex quadricaudatus"
"7318","Sorex nigra"
"7319","Sorex macrotrichus"
"7320","Sorex fretalis"
"7321","Sorex bolkayi"
"7322","Sorex daubentoni"
"7323","Sorex carpathicus"
"7324","Sorex pulcher"
"7325","Sorex mollis"
"7326","Sorex petrovi"
"7327","Sorex pyrenaicus"
"7328","Sorex coronatus euronotus"
"7329","Sorex coronatus coronatus"
"7330","Sorex dispar gaspensis"
"7331","Sorex pribilofensis"
"7332","Sorex gravesi"
"7333","Sorex wagneri"
"7334","Sorex fisheri"
"7335","Sorex arcticus maritimensis"
"7336","Sorex merriami leucogenys"
"7337","Microsorex minutus"
"7338","Sorex minutus insulaebellae"
"7339","Sorex minutus carpatanus"
"7340","Sorex minutus becki"
"7341","Sorex pumilus"
"7342","Sorex melanderi"
"7343","Sorex pygmaeus"
"7344","Sorex rusticus"
"7345","Sorex lucanius"
"7346","Sorex canaliculatus"
"7347","Sorex exiguus"
"7348","Sorex gmelini"
"7349","Sorex pumilio"
"7350","Sorex gymnurus"
"7351","Sorex hibernicus"
"7352","Sorex mexicanus"
"7353","Sorex neomexicanus"
"7354","Sorex mexicanus"
"7355","Sorex monticolus neomexicanus"
"7356","Sorex obscurus neomexicanus"
"7357","Murinae sp. SAJ-2012a"
"7358","Archboldomys kalinga"
"7359","Murinae sp. SAJ-2012b"
"7360","Murinae sp. SAJ-2012c"
"7361","Murinae sp. SAJ-2012d"
"7362","Archboldomys musseri"
"7363","Steno tucuxi"
"7364","Delphinus pallidus"
"7365","Steno tucaxi"
"7366","Delphinus fluviatilis"
"7367","Steno brasiliensis"
"7368","Steno pallidus"
"7369","Steno fluviatilis"
"7370","Delphinus tuchuschi"
"7371","Sotalia tucuxi"
"7372","Sotalia pallida"
"7373","Sotalia tucuxi pallidus"
"7374","Sotalia tucuxi fluviatilis"
"7375","Sotalia fluviatilis fluviatilis"
"7376","Delphinus guianensis"
"7377","Steno guianensis"
"7378","Sotalia braziliensis"
"7379","Sotalia brasiliensis"
"7380","Delphinus guyanensis"
"7381","Tursio guianensis"
"7382","Sotalia fluviatilis guianensis"
"7383","Sousa huangi"
"7384","Sousa queenslandensis"
"7385","Steno lentiginosus"
"7386","Steno chinensis"
"7387","Sotalia sinensis"
"7388","Delphinus sinensis"
"7389","Sousa lentiginosa"
"7390","Sousa borneensis"
"7391","Sotalia plumbeus"
"7392","Sotalia borneensis"
"7393","Sotalia chinensis"
"7394","Delphinus chinensis"
"7395","Sotalia lentiginosus"
"7396","Stenopontistes zambesicus"
"7397","Sotalia plumbea"
"7398","Stenopontistes zambezicus"
"7399","Delphinus lentiginosus"
"7400","Stenopontisties zambezicus"
"7401","Steno plumbeus"
"7402","Delphinus plumbeus"
"7403","Sotalia fergusoni"
"7404","Sotalia plumbea"
"7405","Delphinus plumbeus"
"7406","Delphinus lentiginosus"
"7407","Steno plumbeus"
"7408","Sotalia fergusoni"
"7409","Sotalia lentiginosus"
"7410","Sotalia lentiginosa"
"7411","Sotalia teuszi"
"7412","Sotalia teuszii"
"7413","Spalax graecus antiquus"
"7414","Nannospalax carmeli"
"7415","Nannospalax ehrenbergi carmeli"
"7416","Spalax ehrenbergi carmeli"
"7417","Mus typhla"
"7418","Spalax pallasii"
"7419","Mus typhlus"
"7420","Spalax podolicus"
"7421","Spalax polonicus"
"7422","Spalax microphtalmus podolicus"
"7423","Glis zemni"
"7424","Cynogale venatica"
"7425","Spermophilus selevini"
"7426","Citellus citellus"
"7427","Mus citellus"
"7428","Spermophilus gradojevici"
"7429","Citellus citellus thracius"
"7430","Citellus citellus balcanicus"
"7431","Spermophilus karamani"
"7432","Spermophilus istricus"
"7433","Citellus superciliosus"
"7434","Spermophilus laskarevi"
"7435","Citellus dauricus"
"7436","Spermophilus pygmaeus musicus"
"7437","Spermophilus saturatus"
"7438","Spermophilus typicus"
"7439","Spermophilus boehmii"
"7440","Spermophilus magisteri"
"7441","Spermophilus suslicus odessana"
"7442","Spermophilus suslicus odessanus"
"7443","Spermophilus citellus relictus"
"7444","Citillus xanthoprymna"
"7445","Cynopterus blanfordi"
"7446","Phalanger maculatus"
"7447","Phalangista maculata"
"7448","Phalanger rufoniger"
"7449","Phalanger atrimaculatus"
"7450","Steatomys krebsi"
"7451","Steatomys krebsii transvaalensis"
"7452","Steatomys chiversi"
"7453","Steatomys swalius umbratus"
"7454","Steatomys swalius"
"7455","Steatomys minutus"
"7456","Steatomys athi"
"7457","Steatomys pratensis maunensis"
"7458","Steatomys natalensis"
"7459","Steatomys edulis"
"7460","Clymenia attenuatus"
"7461","Lagenorhynchus coeruleoalbus"
"7462","Lagenorhynchus albirostratus"
"7463","Delphinus microbrachium"
"7464","Steno consimilis"
"7465","Steno brevimanus"
"7466","Steno attenuatus"
"7467","Stenella pseudodelphis"
"7468","Stenella graffmani"
"7469","Delphinus albirostratus"
"7470","Clymenia capensis"
"7471","Delphinus punctatus"
"7472","Delphinus pseudodelphis"
"7473","Delphinus malayanus"
"7474","Delphinus velox"
"7475","Delphinus brevimanus"
"7476","Steno capensis"
"7477","Prodelphinus brevimanus"
"7478","Prodelphinus capensis"
"7479","Prodelphinus alope"
"7480","Prodelphinus attenuatus"
"7481","Stenella dubia"
"7482","Steno malayanus"
"7483","Prodelphinus dubius"
"7484","Prodelphinus malayanus"
"7485","Delphinus dubius"
"7486","Delphinus attenuata"
"7487","Delphinus sulcatus"
"7488","Delphinus canaliculatus"
"7489","Schizodelphis sulcatus"
"7490","Cyrtodelphis sulcatus"
"7491","Delphinus dationum"
"7492","Delphinus datonium"
"7493","Champsodelphis dationum"
"7494","Delphinorhynchus sulcatus"
"7495","Schizodelphis canaliculatus"
"7496","Platyrhynchus canaliculatus"
"7497","Platydelphis canaliculatus"
"7498","Delphinorhynchus dationum"
"7499","Delphinorhynchus desalles"
"7500","Stenodelphis canaliculatus"
"7501","Clymene punctata"
"7502","Prodelphinus graffmani"
"7503","Delphinus metis</i> [No.2]"
"7504","Delphinus clymene"
"7505","Clymenia normalis"
"7506","Prodelphinus normalis"
"7507","Prodelphinus clymene"
"7508","Clymene normalis"
"7509","Delphinus metis"
"7510","Delphinus lateralis"
"7511","Delphinus styx"
"7512","Lagenorhynchus caeruleoalbus"
"7513","Delphinus mediterraneus"
"7514","Delphinus marginatus"
"7515","Delphinus euphrosyne"
"7516","Lagenorhynchus lateralis"
"7517","Delphinus crotaphiscus"
"7518","Delphinus coeruleoalbus"
"7519","Stenella styx"
"7520","Stenella euphrosyne"
"7521","Delphinus amphitriteus"
"7522","Delphinus asthenops"
"7523","Clymenia novaezelandiae"
"7524","Clymenia crotaphisca"
"7525","Clymenia burmeisteri"
"7526","Clymenia aesthenops"
"7527","Clymenia dorides"
"7528","Clymenia similis"
"7529","Clymenia styx"
"7530","Clymenia crotaphiscus"
"7531","Clymenia euphrosyne"
"7532","Clymenia euphrosynoides"
"7533","Clymenia esthenops"
"7534","Stenella crotaphyscus"
"7535","Stenella crotaphiscus"
"7536","Stenella coeruleoalbus"
"7537","Stenella caeruleoalbus"
"7538","Stenella asthenops"
"7539","Lagenorrhynchus caeruleoalbus"
"7540","Delphinus holbolli"
"7541","Delphinus tethyos"
"7542","Stenella caeruleoalba"
"7543","Clymene burmeisteri"
"7544","Prodelphinus euphrosine"
"7545","Prodelphinus coeruleoalbus euphrosyne"
"7546","Prodelphinus burmeisteri"
"7547","Delphinus delphis mediterranea"
"7548","Prodelphinus marginatus"
"7549","Prodelphinus euphrosyne"
"7550","Prodelphinus amphitriteus"
"7551","Prodelphinus crotaphiscus"
"7552","Prodelphinus euphrosinoides"
"7553","Prodelphinus caeruleoalbus"
"7554","Tursio dorcides"
"7555","Stenella aesthenops"
"7556","Prodelphinus lateralis"
"7557","Stenella caeruleoalbus euphrosyne"
"7558","Clymene euphrosyne"
"7559","Stenella caeruleoalbus caeruleoalbus"
"7560","Clymene similis"
"7561","Orca tethyos"
"7562","Clymene dorides"
"7563","Prodelphinus doreides"
"7564","Lagenorhynchus coeruleoalbus"
"7565","Prodelphinus coeruleoalbus"
"7566","Delphinus doris"
"7567","Delphinus frontalis"
"7568","Delphinus fraenatus"
"7569","Delphinus frenatus"
"7570","Delphinus plagiodon"
"7571","Stenella plagiodon"
"7572","Clymenia doris"
"7573","Clymenia fraenata"
"7574","Clymenia frontalis"
"7575","Stenella pernettensis"
"7576","Delphinus pernettyi"
"7577","Prodelphinus doris"
"7578","Prodelphinus fraenatus"
"7579","Prodelphinus obscurus"
"7580","Prodelphinus plagiodon"
"7581","Clymene doris"
"7582","Prodelphinus frenatus"
"7583","Tursio frenatus"
"7584","Stenella fontalis"
"7585","Tursio doris"
"7586","Tursio fraenatus"
"7587","Stenella pernettensis plagiodon"
"7588","Stenella pernettyi"
"7589","Stenella fontolis"
"7590","Prodelphinus froenatus"
"7591","Delphinus pernettensis"
"7592","Prodelphinus frontalis"
"7593","Delphinus froenatus"
"7594","Delphinorhynchus bredanensis"
"7595","Delphinus frontatus"
"7596","Delphinus oxyrhynchus"
"7597","Steno perspicillatus"
"7598","Steno rostratus"
"7599","Delphinus compressus"
"7600","Steno bradanensis"
"7601","Delphinus chamissonis"
"7602","Delphinus bredanensis"
"7603","Delphinus planiceps"
"7604","Delphinus reinwardtii"
"7605","Delphinus rostratus"
"7606","Delphinus perspicillatus"
"7607","Steno frontatus"
"7608","Sotalia santonicus"
"7609","Steno compressus"
"7610","Myomys albipes"
"7611","Praomys albipes"
"7612","? albipes"
"7613","Myomys ruppi"
"7614","? ruppi"
"7615","Mus sebastianus"
"7616","Mus hypoleucus"
"7617","Phalanger pelengensis"
"7618","Aelurodon stirtoni"
"7619","Sturnira lilium angeli"
"7620","Corvira bidens"
"7621","Sturnira lilium bogotensis"
"7622","Phyllostoma erythromos"
"7623","Sturnira ludovici hondurensis"
"7624","Sturnirops mordax"
"7625","Phyllostoma oporaphilum"
"7626","Sturnira lilium parvidens"
"7627","Pteropus wallacei"
"7628","Scirtopoda telum turovi"
"7629","Dipus telum falzfeini"
"7630","Scirtopoda telum nastjukovi"
"7631","Scirtopoda telum birulae"
"7632","Scirtopoda telum amankaragai"
"7633","Dipus telum"
"7634","Scirtopoda telum karelini"
"7635","Dipus halticus"
"7636","Dipus proximus"
"7637","Myotis latirostris"
"7638","Myotis muricola latirostris"
"7639","Myotis mystacinus latirostris"
"7640","Crocidura dayi"
"7641","Sorex etruscus"
"7642","Podihik etruscus"
"7643","Pachyura etrusca"
"7644","Crocidura hosei"
"7645","Crocidura lixus"
"7646","Suncus etruscus madagascariensis"
"7647","? madagascariensis"
"7648","Suncus etruscus malayanus"
"7649","Sylvisorex megalura"
"7650","? megalura"
"7651","Crocidura varilla"
"7652","Rattus atchinus"
"7653","Rattus muelleri"
"7654","Rattus muelleri waringensis"
"7655","Rattus muelleri balabagensis"
"7656","Rattus muelleri otiosus"
"7657","Rattus validus terempa"
"7658","Epimys muelleri campus"
"7659","Rattus muelleri credulus"
"7660","Mus muelleri foederis"
"7661","Rattus pinatus"
"7662","Epimys pollens"
"7663","Epimys sebucus"
"7664","Epimys crassus"
"7665","Rattus culionensis"
"7666","Mus validus"
"7667","Mus integer"
"7668","Rattus virtus"
"7669","Mus domitor"
"7670","Epimys borneanus"
"7671","Mus firmus"
"7672","Epimys potens"
"7673","Rattus balmasus"
"7674","Epimys valens"
"7675","Rattus victor"
"7676","Mus chombolis"
"7677","Enhydrocyon pahinsintewakpa"
"7678","Viverra suricata"
"7679","Cephalophus grimmia"
"7680","Capra grimmia"
"7681","Sylvilagus brasiliensis andinus"
"7682","Sylvilagus andinus apollinaris"
"7683","Lepus aquaticus"
"7684","Limnolagus aquaticus"
"7685","Lepus cunicularius"
"7686","Sylvilagus nicefori"
"7687","Sylvilagus andinus nicefori"
"7688","Sylvilagus andinus fulvescens"
"7689","Lepus graysoni"
"7690","Lepus insonus"
"7691","Lepus nuttallii"
"7692","Limnolagus palustris"
"7693","Lepus palustris"
"7694","Lepus paludicola"
"7695","Lepus pinetis robustus"
"7696","Sylvilagus floridanus robustus"
"7697","Lepus transitionalis"
"7698","Lepus sylvaticus transitionalis"
"7699","Crocidura morio"
"7700","Synaptomys borealis artemisiae"
"7701","Synaptomys innuitus medioximus"
"7702","Synaptomys borealis smithi"
"7703","Synaptomys borealis sphagnicola"
"7704","Arvicola borealis"
"7705","Mictomys borealis"
"7706","Synaptomys chapmani"
"7707","Synaptomys bullatus"
"7708","Synaptomys dalli"
"7709","Synaptomys sphagnicola"
"7710","Synaptomys truei"
"7711","Synaptomys wrangeli"
"7712","Mictomys innuitus"
"7713","Synaptomys andersoni"
"7714","Synaptomys cooperi relictus"
"7715","Synaptomys cooperi paludis"
"7716","Synaptomys cooperi kentucki"
"7717","Synaptomys cooperi saturatus"
"7718","Synaptomys helaletes"
"7719","Synaptomys fatuus"
"7720","Synaptomys stonei"
"7721","Arvicola gossii"
"7722","Synaptomys cooperi helaletes"
"7723","Austronomus australis"
"7724","Molossus australis"
"7725","Nyctinomus insignis"
"7726","Nyctinomus lobatus"
"7727","Tadarida midas"
"7728","Tadarida ruppellii"
"7729","Tadarida cestoni"
"7730","Tadarida savii"
"7731","Cephalotes teniotis"
"7732","Tadarida nigrogriseus"
"7733","Nyctinomus ventralis"
"7734","Rattus maculipilis jentinki"
"7735","Rattus maculipilis"
"7736","Rattus hamatus"
"7737","Rattus punicans"
"7738","Rattus simpsoni"
"7739","Asioscalops altaica"
"7740","Talpa caeca beaucournui"
"7741","Talpa caeca dobyi"
"7742","Talpa olympica"
"7743","Talpa hercegovinensis"
"7744","Talpa streeti"
"7745","Talpa sp. PPW-2003"
"7746","Talpa caudata"
"7747","Talpa europea"
"7748","Talpa europaea kratochvilli"
"7749","Talpa alba"
"7750","Talpa friseus"
"7751","Talpa nigra"
"7752","Talpa maculata"
"7753","Talpa albida"
"7754","Talpa scalops"
"7755","Talpa lutea"
"7756","Talpa cinerea"
"7757","Talpa panici"
"7758","Talpa uralensis"
"7759","Talpa brauneri"
"7760","Talpa vulgaris"
"7761","Talpa grisea"
"7762","Talpa albomaculata"
"7763","Talpa variegata"
"7764","Talpa rufa"
"7765","Talpa flavescens"
"7766","Myrmecophaga tamandua mexicana"
"7767","Myrmecophaga tetradactyla"
"7768","Tamandua bivittata opisthomelas"
"7769","Tamandua longicaudata nigra"
"7770","Myrmecophaga longicaudata"
"7771","Myrmecophaga tamandua"
"7772","Neotamias alpinus"
"7773","Eutamias alpinus"
"7774","Neotamias bulleri"
"7775","Eutamias bulleri"
"7776","Neotamias canipes"
"7777","Sciurus douglasii"
"7778","Citellus douglasi"
"7779","Tamiasciurus douglasii mearnsi"
"7780","Tamias nexus"
"7781","Neotamias durangae"
"7782","Eutamias durangae"
"7783","Neotamias merriami"
"7784","Tamias pricei"
"7785","Eutamias merriami"
"7786","Neotamias obscurus"
"7787","Eutamias obscurus"
"7788","Neotamias palmeri"
"7789","Eutamias palmeri"
"7790","Neotamias quadrimaculatus"
"7791","Tamias macrohabdotes"
"7792","Eutamias quadrimaculatus"
"7793","Neotamias quadrivittatus"
"7794","Sciurus quadrivittatus"
"7795","Eutamias quadrivittatus"
"7796","Neotamias rufus"
"7797","Neotamias senex"
"7798","Eutamias senex"
"7799","Eutamias sibiricus"
"7800","Tamias asiaticus"
"7801","Sciurus sibiricus"
"7802","Neotamias umbrinus"
"7803","Eutamias adsitus"
"7804","Eutamias umbrinus"
"7805","Tamiops macclellandi"
"7806","? macclellandi"
"7807","Sciurus macclellandi var. swinhoei"
"7808","Swinhoe's striped squirrel"
"7809","Taphozous fumosus"
"7810","Common sheathtail bat"
"7811","Taphozous australis georgianus"
"7812","Tapirella bairdii"
"7813","Elasmognathus bairdii"
"7814","Acrocodia indica"
"7815","Tapirus indicus brevetianus"
"7816","Tapirus indicus indicus"
"7817","Tapirus sp. CLC-2010"
"7818","Tapirus terrestris aenigmaticus"
"7819","Tapirus terrestris peruvianus"
"7820","Tapirus aenigmaticus"
"7821","Tapirus ecuadorensis"
"7822","Tarsipes spencerae"
"7823","Tarsipes spenserae"
"7824","Tarsius dianae"
"7825","Tarsius spectrum dentatus"
"7826","Tarsius fischerii"
"7827","Tarsius fuscomanus"
"7828","Tarsius spectrum pelengensis"
"7829","Tarsius spectrum pumilus"
"7830","Tarsius spectrum sangirensis"
"7831","Tarsius spectrum"
"7832","Macrotarsus buffonii"
"7833","Lemur podje"
"7834","Lemur spectrum"
"7835","Didelphys macrotarsos"
"7836","Tarsius spectrum spectrum"
"7837","Tarsius fuscus fuscomanus"
"7838","Lemur tarsier"
"7839","Tarsius daubentonii"
"7840","Tarsius pallassii"
"7841","Tatera bailwardi monticola"
"7842","Tatera pitmani"
"7843","Tatera persica"
"7844","Gerbillus hardwickei"
"7845","Tatera ceylonica"
"7846","Tatera dunni"
"7847","Tatera bailwardi"
"7848","Gerbillus cuvieri"
"7849","Gerbillus otarius"
"7850","Tatera sherrini"
"7851","Meriones taeniurus"
"7852","Tatera persica scansa"
"7853","Taterillus gracilis angelus"
"7854","Taterillus nigeriae"
"7855","Tragelaphus derbianus"
"7856","Tayassu albirostris"
"7857","Sus pecari"
"7858","Dicotyliles pecari"
"7859","Mesocyon josephi secundus"
"7860","Mesocyon coryphaeus"
"7861","Hypotemnodon coryphaeus"
"7862","Enhydrocyon coryphaeus"
"7863","Mesocyon hortulirosae"
