"","species"
"6157","Sorex haydeni"
"6158","Sorex hosonoi"
"6159","Sorex hydrodromus"
"6160","Sorex ibarrai"
"6161","Sorex isodon"
"6162","Sorex ixtlanensis"
"6163","Sorex jacksoni"
"6164","Sorex kennardi"
"6165","Sorex kinczumi"
"6166","Sorex kinezumi"
"6167","Sorex kozlovi"
"6168","Sorex leucogaster"
"6169","Sorex longirostris"
"6170","Sorex lyelli"
"6171","Sorex macrodon"
"6172","Sorex macrurus"
"6173","Sorex madrensis"
"6174","Sorex maritimensis"
"6175","Sorex mccarthyi"
"6176","Sorex mediopua"
"6177","Sorex merriami"
"6178","Sorex micrura"
"6179","Sorex milleri"
"6180","Sorex minutissimus"
"6181","Sorex minutus"
"6182","Sorex mirabilis"
"6183","Sorex monticolus"
"6184","Sorex nanus"
"6185","Sorex nemorivagus"
"6186","Sorex neomexicanus"
"6187","Sorex niger"
"6188","Sorex oreopolus"
"6189","Sorex orizabae"
"6190","Sorex pacificus"
"6191","Sorex planiceps"
"6192","Sorex portenkoi"
"6193","Sorex preblei"
"6194","Sorex psilurus"
"6195","Sorex raddei"
"6196","Sorex religiosus"
"6197","Sorex richardsonii"
"6198","Sorex roboratus"
"6199","Sorex rohweri"
"6200","Sorex rutilus"
"6201","Sorex salvini"
"6202","Sorex samniticus"
"6203","Sorex saturatior"
"6204","Sorex saussurei"
"6205","Sorex sclateri"
"6206","Sorex sikimensis"
"6207","Sorex sinalis"
"6208","Sorex sonomae"
"6209","Sorex stizodon"
"6210","Sorex subaraneus"
"6211","Sorex tenellus"
"6212","Sorex thibetanus"
"6213","Sorex trowbridgii"
"6214","Sorex tundrensis"
"6215","Sorex ugyunak"
"6216","Sorex unguiculatus"
"6217","Sorex vagrans"
"6218","Sorex ventralis"
"6219","Sorex veraecrucis"
"6220","Sorex veraepacis"
"6221","Sorex volnuchini"
"6222","Sorex wardi"
"6223","Sorex yukonicus"
"6224","Soricomys kalinga"
"6225","Soricomys leonardocoi"
"6226","Soricomys montanus"
"6227","Soricomys musseri"
"6228","Soriculus irene"
"6229","Soriculus minor"
"6230","Soriculus nigrescens"
"6231","Soriculus radulus"
"6232","Sotalia fluviatilis"
"6233","Sotalia guianensis"
"6234","Sousa chinensis"
"6235","Sousa plumbea"
"6236","Sousa sahulensis"
"6237","Sousa teuszii"
"6238","Spalacopus cyanus"
"6239","Spalax antiquus"
"6240","Spalax arenarius"
"6241","Spalax carmeli"
"6242","Spalax giganteus"
"6243","Spalax microphthalmus"
"6244","Spalax uralensis"
"6245","Spalax zemni"
"6246","Spelaeomys florensis"
"6247","Speothos pacivorus"
"6248","Speothos venaticus"
"6249","Spermophilopsis leptodactylus"
"6250","Spermophilus alashanicus"
"6251","Spermophilus brevicauda"
"6252","Spermophilus citellus"
"6253","Spermophilus dauricus"
"6254","Spermophilus musicus"
"6255","Spermophilus odessanus"
"6256","Spermophilus pallidicauda"
"6257","Spermophilus ralli"
"6258","Spermophilus relictus"
"6259","Spermophilus taurensis"
"6260","Spermophilus torosensis"
"6261","Spermophilus xanthoprymnus"
"6262","Sphaerias blanfordi"
"6263","Sphaeronycteris toxophyllum"
"6264","Sphiggurus roosmalenorum"
"6265","Spilocuscus kraemeri"
"6266","Spilocuscus maculatus"
"6267","Spilocuscus papuensis"
"6268","Spilocuscus rufoniger"
"6269","Spilocuscus wilsoni"
"6270","Spilogale angustifrons"
"6271","Spilogale pygmaea"
"6272","Srilankamys ohiensis"
"6273","Steatomys bocagei"
"6274","Steatomys caurinus"
"6275","Steatomys cuppedius"
"6276","Steatomys jacksoni"
"6277","Steatomys krebsii"
"6278","Steatomys opimus"
"6279","Steatomys parvus"
"6280","Steatomys pratensis"
"6281","Stenella attenuata"
"6282","Stenella caudata"
"6283","Stenella clymene"
"6284","Stenella coeruleoalba"
"6285","Stenella doederleini"
"6286","Stenella frontalis"
"6287","Stenella johnsoni"
"6288","Stenella plagiodon"
"6289","Stenella plumatilis"
"6290","Stenella spinosa"
"6291","Steno bredanensis"
"6292","Stenocephalemys albipes"
"6293","Stenocephalemys albocaudata"
"6294","Stenocephalemys griseicauda"
"6295","Stenocephalemys ruppi"
"6296","Stenoderma microdon"
"6297","Stenoderma rufum"
"6298","Stochomys longicaudatus"
"6299","Strepsiportax gluten"
"6300","Strigocuscus celebensis"
"6301","Strigocuscus pelegensis"
"6302","Strigocuscus pelengensis"
"6303","Strobodon stirtoni"
"6304","Sturnira angeli"
"6305","Sturnira aratathomasi"
"6306","Sturnira bakeri"
"6307","Sturnira bidens"
"6308","Sturnira bogotensis"
"6309","Sturnira burtonlimi"
"6310","Sturnira erythromos"
"6311","Sturnira hondurensis"
"6312","Sturnira koopmanhilli"
"6313","Sturnira ludovici"
"6314","Sturnira magna"
"6315","Sturnira mistratensis"
"6316","Sturnira mordax"
"6317","Sturnira nana"
"6318","Sturnira oporaphilum"
"6319","Sturnira parvidens"
"6320","Sturnira perla"
"6321","Sturnira sorianoi"
"6322","Sturnira thomasi"
"6323","Sturnira tildae"
"6324","Styloctenium mindorensis"
"6325","Styloctenium wallacei"
"6326","Stylodipus andrewsi"
"6327","Stylodipus sungorus"
"6328","Stylodipus telum"
"6329","Submyotodon latirostris"
"6330","Suevosorex ehrensteinensis"
"6331","Sugrivapithecus gregoryi"
"6332","Sugrivapithecus salmontanus"
"6333","Suncus aequatorius"
"6334","Suncus ater"
"6335","Suncus dayi"
"6336","Suncus etruscus"
"6337","Suncus fellowesgordoni"
"6338","Suncus hosei"
"6339","Suncus hututsi"
"6340","Suncus infinitesimus"
"6341","Suncus lixus"
"6342","Suncus madagascariensis"
"6343","Suncus malayanus"
"6344","Suncus megalura"
"6345","Suncus mertensi"
"6346","Suncus montanus"
"6347","Suncus palawanensis"
"6348","Suncus remyi"
"6349","Suncus sacer"
"6350","Suncus stoliczkanus"
"6351","Suncus varilla"
"6352","Suncus zeylanicus"
"6353","Sundamys annandalei"
"6354","Sundamys infraluteus"
"6355","Sundamys maxi"
"6356","Sundamys muelleri"
"6357","Sundasciurus altitudinis"
"6358","Sundasciurus brookei"
"6359","Sundasciurus davensis"
"6360","Sundasciurus fraterculus"
"6361","Sundasciurus hippurus"
"6362","Sundasciurus hoogstraali"
"6363","Sundasciurus jentinki"
"6364","Sundasciurus juvencus"
"6365","Sundasciurus lowii"
"6366","Sundasciurus mindanensis"
"6367","Sundasciurus moellendorffi"
"6368","Sundasciurus philippensis"
"6369","Sundasciurus philippinensis"
"6370","Sundasciurus rabori"
"6371","Sundasciurus samarensis"
"6372","Sundasciurus steerii"
"6373","Sundasciurus tahan"
"6374","Sunkahetanka pahinsintewakpa"
"6375","Surdisorex norae"
"6376","Surdisorex polulus"
"6377","Suricata suricatta"
"6378","Sus affinis"
"6379","Sus ahoenobarbus"
"6380","Sus andersoni"
"6381","Sus bucculentus"
"6382","Sus cebifrons"
"6383","Sus celebensis"
"6384","Sus fasciatus"
"6385","Sus gadarensis"
"6386","Sus lybicus"
"6387","Sus mystaceus"
"6388","Sus oliveri"
"6389","Sus palustris"
"6390","Sus philippensis"
"6391","Sus pliciceps"
"6392","Sus strozzii"
"6393","Sus verrucosus"
"6394","Syconycteris australis"
"6395","Syconycteris carolinae"
"6396","Syconycteris finschi"
"6397","Syconycteris hobbit"
"6398","Sylvicapra grimmia"
"6399","Sylvilagus andinus"
"6400","Sylvilagus apollinaris"
"6401","Sylvilagus aquaticus"
"6402","Sylvilagus cognatus"
"6403","Sylvilagus cunicularis"
"6404","Sylvilagus cunicularius"
"6405","Sylvilagus dicei"
"6406","Sylvilagus fulvescens"
"6407","Sylvilagus graysoni"
"6408","Sylvilagus insonus"
"6409","Sylvilagus minensis"
"6410","Sylvilagus nuttallii"
"6411","Sylvilagus obscurus"
"6412","Sylvilagus orinoci"
"6413","Sylvilagus palustris"
"6414","Sylvilagus paraguensis"
"6415","Sylvilagus parentum"
"6416","Sylvilagus robustus"
"6417","Sylvilagus tapetillus"
"6418","Sylvilagus transitionalis"
"6419","Sylvilagus valenciae"
"6420","Sylvilagus varynaensis"
"6421","Sylvisorex camerunensis"
"6422","Sylvisorex gemmeus"
"6423","Sylvisorex howelli"
"6424","Sylvisorex isabellae"
"6425","Sylvisorex johnstoni"
"6426","Sylvisorex konganensis"
"6427","Sylvisorex lunaris"
"6428","Sylvisorex morio"
"6429","Sylvisorex ollula"
"6430","Sylvisorex oriundus"
"6431","Sylvisorex pluvialis"
"6432","Sylvisorex vulcanorum"
"6433","Synaptomys borealis"
"6434","Synaptomys cooperi"
"6435","Syntheosciurus brochus"
"6436","Syntheosciurus poasensis"
"6437","Tachyoryctes ankoliae"
"6438","Tachyoryctes annectens"
"6439","Tachyoryctes audax"
"6440","Tachyoryctes daemon"
"6441","Tachyoryctes ibeanus"
"6442","Tachyoryctes macrocephalus"
"6443","Tachyoryctes naivashae"
"6444","Tachyoryctes rex"
"6445","Tachyoryctes ruandae"
"6446","Tachyoryctes ruddi"
"6447","Tachyoryctes spalacinus"
"6448","Tachyoryctes splendens"
"6449","Tachyoryctes storeyi"
"6450","Tadarida aegyptiaca"
"6451","Tadarida aegyptica"
"6452","Tadarida australis"
"6453","Tadarida brachyptera"
"6454","Tadarida braziliensis"
"6455","Tadarida fulminans"
"6456","Tadarida insignis"
"6457","Tadarida kuboriensis"
"6458","Tadarida latouchei"
"6459","Tadarida limbatus"
"6460","Tadarida lobata"
"6461","Tadarida naivashae"
"6462","Tadarida teniotis"
"6463","Tadarida ventralis"
"6464","Taeromys arcuatus"
"6465","Taeromys callitrichus"
"6466","Taeromys celebensis"
"6467","Taeromys hamatus"
"6468","Taeromys microbullatus"
"6469","Taeromys punicans"
"6470","Taeromys taerae"
"6471","Talpa altaica"
"6472","Talpa aquitania"
"6473","Talpa caeca"
"6474","Talpa chtonia"
"6475","Talpa davidiana"
"6476","Talpa europaea"
"6477","Talpa leptura"
"6478","Talpa macrura"
"6479","Talpa martinorum"
"6480","Talpa occidentalis"
"6481","Talpa romana"
"6482","Talpa stankovici"
"6483","Tamandua mexicana"
"6484","Tamandua tetradactyla"
"6485","Tamias alpinus"
"6486","Tamias bulleri"
"6487","Tamias canipes"
"6488","Tamiasciurus douglasii"
"6489","Tamiasciurus mearnsi"
"6490","Tamias durangae"
"6491","Tamias merriami"
"6492","Tamias obscurus"
"6493","Tamias ochrogenys"
"6494","Tamias palmeri"
"6495","Tamias quadrimaculatus"
"6496","Tamias quadrivittatus"
"6497","Tamias rufus"
"6498","Tamias senex"
"6499","Tamias sibiricus"
"6500","Tamias siskiyou"
"6501","Tamias umbrinus"
"6502","Tamiops maritimus"
"6503","Tamiops mcclellandii"
"6504","Tamiops rodolphii"
"6505","Tamiops swinhoei"
"6506","Tanyuromys asphrastus"
"6507","Tanyuromys thomasleei"
"6508","Tapecomys primus"
"6509","Taphozous achates"
"6510","Taphozous australis"
"6511","Taphozous georgianus"
"6512","Taphozous hamiltoni"
"6513","Taphozous hildegardeae"
"6514","Taphozous hilli"
"6515","Taphozous kapalgensis"
"6516","Taphozous longimanus"
"6517","Taphozous longmanus"
"6518","Taphozous mauritianus"
"6519","Taphozous melanopogon"
"6520","Taphozous nudiventris"
"6521","Taphozous perforatus"
"6522","Taphozous theobaldi"
"6523","Taphozous troughtoni"
"6524","Tapirus bairdii"
"6525","Tapirus indicus"
"6526","Tapirus kabomani"
"6527","Tapirus peruvianus"
"6528","Tapirus pinchaque"
"6529","Tapirus robustus"
"6530","Tarsipes rostratus"
"6531","Tarsius dentatus"
"6532","Tarsius fuscus"
"6533","Tarsius lariang"
"6534","Tarsius pelengensis"
"6535","Tarsius pumilus"
"6536","Tarsius sangirensis"
"6537","Tarsius spectrumgurskyae"
"6538","Tarsius supriatnai"
"6539","Tarsius tarsier"
"6540","Tarsius tarsius"
"6541","Tarsius tumpara"
"6542","Tarsius wallacei"
"6543","Tarsomys apoensis"
"6544","Tarsomys echinatus"
"6545","Tasmacetus shepherdi"
"6546","Tateomys macrocercus"
"6547","Tateomys rhinogradoides"
"6548","Tatera indica"
"6549","Tatera miniscula"
"6550","Taterillus arenarius"
"6551","Taterillus congicus"
"6552","Taterillus emeni"
"6553","Taterillus emini"
"6554","Taterillus gracilis"
"6555","Taterillus harringtoni"
"6556","Taterillus lacustris"
"6557","Taterillus petteri"
"6558","Taterillus pygargus"
"6559","Taterillus tranieri"
"6560","Taurotragus derbianus"
"6561","Taxidea berlandieri"
"6562","Taxidea marylandica"
"6563","Tayassu pecari"
"6564","Temnocyon coryphaeus"
"6565","Temnocyon josephi"
"6566","Tenrec ecaudatus"
"6567","Tephrocyon confertus"
"6568","Tephrocyon hippophagus"
"6569","Tephrocyon kelloggi"
"6570","Tetracerus quadricornis"
"6571","Thallomys loringi"
"6572","Thallomys nigricauda"
"6573","Thallomys paedulcus"
"6574","Thallomys shortridgei"
"6575","Thalpomys cerradensis"
"6576","Thalpomys lasiotis"
"6577","Thamnomys cometes"
"6578","Thamnomys dolichurus"
"6579","Thamnomys kempi"
"6580","Thamnomys major"
"6581","Thamnomys venustus"
"6582","Thaptomys nigrita"
"6583","Theropithecus gelada"
"6584","Thinocetus arthritus"
"6585","Thomasomys andersoni"
"6586","Thomasomys apeco"
"6587","Thomasomys aureus"
"6588","Thomasomys australis"
"6589","Thomasomys baeops"
"6590","Thomasomys bombycinus"
"6591","Thomasomys caudivarius"
"6592","Thomasomys cinereiventer"
"6593","Thomasomys cinereus"
"6594","Thomasomys cinnameus"
"6595","Thomasomys daphne"
"6596","Thomasomys eleusis"
"6597","Thomasomys erro"
"6598","Thomasomys fumeus"
"6599","Thomasomys gracilis"
"6600","Thomasomys hudsoni"
"6601","Thomasomys hylophilus"
"6602","Thomasomys incanus"
"6603","Thomasomys ischyurus"
"6604","Thomasomys kalinowskii"
"6605","Thomasomys ladewi"
"6606","Thomasomys laniger"
"6607","Thomasomys macrotis"
"6608","Thomasomys monochromos"
"6609","Thomasomys niveipes"
"6610","Thomasomys notatus"
"6611","Thomasomys onkiro"
"6612","Thomasomys oreas"
"6613","Thomasomys paramorum"
"6614","Thomasomys popayanus"
"6615","Thomasomys praetor"
"6616","Thomasomys princeps"
"6617","Thomasomys pyrrhonotus"
"6618","Thomasomys rhoadsi"
"6619","Thomasomys rosalinda"
"6620","Thomasomys silvestris"
"6621","Thomasomys taczanowskii"
"6622","Thomasomys ucucha"
"6623","Thomasomys vestitus"
"6624","Thomasomys vulcani"
"6625","Thomomys bulbivorus"
"6626","Thomomys burti"
"6627","Thomomys clusius"
"6628","Thomomys monticola"
"6629","Thomomys nayarensis"
"6630","Thomomys nigricans"
"6631","Thomomys oreoecus"
"6632","Thomomys perpallidus"
"6633","Thomomys sheldoni"
"6634","Thoopterus nigrescens"
"6635","Thoopterus suhaniahae"
"6636","Thrichomys fosteri"
"6637","Thrichomys inermis"
"6638","Thrichomys laurenteus"
"6639","Thrichomys pachyurus"
"6640","Thryonomys arkelli"
"6641","Thryonomys gregorianus"
"6642","Thryonomys swinderianus"
"6643","Thylacinus cynocephalus"
"6644","Thylamys cinderella"
"6645","Thylamys citellus"
"6646","Thylamys elegans"
"6647","Thylamys karimii"
"6648","Thylamys macrura"
"6649","Thylamys pallidior"
"6650","Thylamys pulchellus"
"6651","Thylamys pusillus"
"6652","Thylamys sponsorius"
"6653","Thylamys tatei"
"6654","Thylamys velutinus"
"6655","Thylamys venustus"
"6656","Thylogale billardierii"
"6657","Thylogale brunii"
"6658","Thylogale calabyi"
"6659","Thylogale thetis"
"6660","Thyroptera devivoi"
"6661","Thyroptera discifera"
"6662","Thyroptera lavali"
"6663","Thyroptera tricolor"
"6664","Thyroptera wynneae"
"6665","Tlacuatzin canescens"
"6666","Tokudaia muenninki"
"6667","Tokudaia tokunoshimensis"
"6668","Tolypeutes matacus"
"6669","Tolypeutes muriei"
"6670","Tolypeutes tricinctus"
"6671","Tomarctus brevirostris"
"6672","Tomarctus marylandica"
"6673","Tomarctus optatus"
"6674","Tomarctus robustus"
"6675","Tomopeas ravus"
"6676","Tonatia bidens"
"6677","Tonatia saurophila"
"6678","Tonkinomys daovantieni"
"6679","Toromys albiventris"
"6680","Toromys grandis"
"6681","Toromys rhipidurus"
"6682","Trachops cirrhosus"
"6683","Trachypithecus barbei"
"6684","Trachypithecus cristatus"
"6685","Trachypithecus delacouri"
"6686","Trachypithecus ebenus"
"6687","Trachypithecus geei"
"6688","Trachypithecus germaini"
"6689","Trachypithecus hatinhensis"
"6690","Trachypithecus johnii"
"6691","Trachypithecus laotum"
"6692","Trachypithecus mauritius"
"6693","Trachypithecus obscurus"
"6694","Trachypithecus pileatus"
"6695","Trachypithecus selangorensis"
"6696","Trachypithecus shortridgei"
"6697","Tragelaphus angasii"
"6698","Tragelaphus buxtoni"
"6699","Tragelaphus delamerei"
"6700","Tragelaphus haywoodi"
"6701","Tragelaphus imberbis"
"6702","Tragelaphus oryx"
"6703","Tragelaphus spekii"
"6704","Tragulus affinis"
"6705","Tragulus canescens"
"6706","Tragulus javanicus"
"6707","Tragulus kanchil"
"6708","Tragulus napu"
"6709","Tragulus nigricans"
"6710","Tragulus ravus"
"6711","Tragulus versicolor"
"6712","Tragulus williamsoni"
"6713","Transandinomys bolivaris"
"6714","Transandinomys talamancae"
"6715","Tremarctos ornatus"
"6716","Triaenops afer"
"6717","Triaenops menamena"
"6718","Triaenops parvus"
"6719","Triaenops persicus"
"6720","Triaenops rufus"
"6721","Tribosphenomys minutus"
"6722","Trichechus inunguis"
"6723","Trichechus senegalensis"
"6724","Trichosurus arnhemensis"
"6725","Trichosurus caninus"
"6726","Trichosurus cunninghami"
"6727","Trichosurus johnstonii"
"6728","Trichosurus vulpecula"
"6729","Trichys fasciculata"
"6730","Trinomys albispinus"
"6731","Trinomys dimidiatus"
"6732","Trinomys eliasi"
"6733","Trinomys iheringi"
"6734","Trinomys mirapitanga"
"6735","Trinomys moojeni"
"6736","Trinomys myosuros"
"6737","Trinomys paratus"
"6738","Trinomys yonenagae"
"6739","Trogopterus xanthipes"
"6740","Tryphomys adustus"
"6741","Tscherskia rusa"
"6742","Tscherskia triton"
"6743","Tupaia belangeri"
"6744","Tupaia castanea"
"6745","Tupaia chinensis"
"6746","Tupaia chrysogaster"
"6747","Tupaia clarissa"
"6748","Tupaia concolor"
"6749","Tupaia dissimilis"
"6750","Tupaia dorsalis"
"6751","Tupaia frenata"
"6752","Tupaia glis"
"6753","Tupaia gracilis"
"6754","Tupaia javanica"
"6755","Tupaia lacernata"
"6756","Tupaia longicauda"
"6757","Tupaia longipes"
"6758","Tupaia minor"
"6759","Tupaia moellendorffi"
"6760","Tupaia montana"
"6761","Tupaia nicobarica"
"6762","Tupaia obscura"
"6763","Tupaia palawanensis"
"6764","Tupaia picta"
"6765","Tupaia salatana"
"6766","Tupaia splendidula"
"6767","Tupaia tana"
"6768","Tupaia ultima"
"6769","Tursiops aduncus"
"6770","Tursiops australis"
"6771","Tylomys bullaris"
"6772","Tylomys fulviventer"
"6773","Tylomys mirae"
"6774","Tylomys nudicaudus"
"6775","Tylomys panamensis"
"6776","Tylomys tumbalensis"
"6777","Tylomys watsoni"
"6778","Tylonycteris fulvida"
"6779","Tylonycteris malayana"
"6780","Tylonycteris pachpus"
"6781","Tylonycteris pachypus"
"6782","Tylonycteris pygmaeus"
"6783","Tylonycteris robustula"
"6784","Tylonycteris tonkinensis"
"6785","Tympanoctomys barrerae"
"6786","Tympanoctomys kirchnerorum"
"6787","Tympanoctomys loschalchalerosorum"
"6788","Typhlomys chapensis"
"6789","Typhlomys cinereus"
"6790","Typhlomys daloushanensis"
"6791","Typhlomys nanus"
"6792","Tyrrhenicola henseli"
"6793","Uranocetus gramensis"
"6794","Urocitellus armatus"
"6795","Urocitellus richardsonii"
"6796","Urocitellus washingtoni"
"6797","Urocricetus kamensis"
"6798","Urocyon cinereoargenteus"
"6799","Uroderma bakeri"
"6800","Uroderma bilobatum"
"6801","Uroderma convexum"
"6802","Uroderma davisi"
"6803","Uroderma magnirostrum"
"6804","Urogale everetti"
"6805","Uromys anak"
"6806","Uromys boeadii"
"6807","Uromys caudimaculatus"
"6808","Uromys emmae"
"6809","Uromys hadrourus"
"6810","Uromys imperator"
"6811","Uromys neobritanicus"
"6812","Uromys neobritannicus"
"6813","Uromys porculus"
"6814","Uromys siebersi"
"6815","Uropsilus aequodonenia"
"6816","Uropsilus andersoni"
"6817","Uropsilus atronates"
"6818","Uropsilus gracilis"
"6819","Uropsilus investigator"
"6820","Uropsilus nivatus"
"6821","Uropsilus soricipes"
"6822","Urotrichus talpoides"
"6823","Ursus ingressus"
"6824","Ursus lasiotus"
"6825","Ursus maritimus"
"6826","Ursus nasutus"
"6827","Ursus rossicus"
"6828","Ursus torquatus"
"6829","Urva auropunctata"
"6830","Urva edwardsii"
"6831","Urva javanica"
"6832","Vampyressa bidens"
"6833","Vampyressa brocki"
"6834","Vampyressa elisabethae"
"6835","Vampyressa melissa"
"6836","Vampyressa nymphaea"
"6837","Vampyressa pusilla"
"6838","Vampyressa sinchi"
"6839","Vampyressa thyone"
"6840","Vampyrodes caraccioli"
"6841","Vampyrodes major"
"6842","Vampyrum spectrum"
"6843","Vandeleuria nilagirica"
"6844","Vandeleuria nolthenii"
"6845","Vandeleuria oleracea"
"6846","Varecia rubra"
"6847","Vernaya fulva"
"6848","Vespadelus baverstocki"
"6849","Vespadelus caurinus"
"6850","Vespadelus douglasorum"
"6851","Vespadelus finlaysoni"
"6852","Vespadelus pumilus"
"6853","Vespadelus troughtoni"
"6854","Vespertilio akokomuli"
"6855","Vespertilio blanfordii"
"6856","Vespertilio calcaratus"
