"","scientificName","redlistCategory"
"5513","Scutisorex thori","Data Deficient"
"5514","Sekeetamys calurus","Least Concern"
"5515","Sekeetamys calurus","Least Concern"
"5516","Selevinia betpakdalaensis","Data Deficient"
"5517","Semnopithecus ajax","Endangered"
"5518","Semnopithecus dussumieri","Least Concern"
"5519","Semnopithecus entellus","Least Concern"
"5520","Semnopithecus hector","Near Threatened"
"5521","Semnopithecus hypoleucos","Least Concern"
"5522","Semnopithecus johnii","Vulnerable"
"5523","Semnopithecus priam","Near Threatened"
"5524","Semnopithecus schistaceus","Least Concern"
"5525","Semnopithecus vetulus","Endangered"
"5526","Setifer setosus","Least Concern"
"5527","Setonix brachyurus","Vulnerable"
"5528","Sicista armenica","Critically Endangered"
"5529","Sicista betulina","Least Concern"
"5530","Sicista betulina","Least Concern"
"5531","Sicista caucasica","Near Threatened"
"5532","Sicista caudata","Data Deficient"
"5533","Sicista concolor","Least Concern"
"5534","Sicista kazbegica","Endangered"
"5535","Sicista kluchorica","Least Concern"
"5536","Sicista loriger","Vulnerable"
"5537","Sicista napaea","Least Concern"
"5538","Sicista pseudonapaea","Data Deficient"
"5539","Sicista severtzovi","Least Concern"
"5540","Sicista strandi","Least Concern"
"5541","Sicista strandi","Least Concern"
"5542","Sicista subtilis","Least Concern"
"5543","Sicista tianshanica","Least Concern"
"5544","Sicista trizona","Endangered"
"5545","Sigmodon alleni","Vulnerable"
"5546","Sigmodon alstoni","Least Concern"
"5547","Sigmodon arizonae","Least Concern"
"5548","Sigmodon fulviventer","Least Concern"
"5549","Sigmodon hirsutus","Least Concern"
"5550","Sigmodon hispidus","Least Concern"
"5551","Sigmodon inopinatus","Vulnerable"
"5552","Sigmodon leucotis","Least Concern"
"5553","Sigmodon mascotensis","Least Concern"
"5554","Sigmodon ochrognathus","Least Concern"
"5555","Sigmodon peruanus","Least Concern"
"5556","Sigmodon toltecus","Least Concern"
"5557","Sigmodontomys alfari","Least Concern"
"5558","Simias concolor","Critically Endangered"
"5559","Sminthopsis archeri","Data Deficient"
"5560","Sminthopsis bindi","Near Threatened"
"5561","Sminthopsis butleri","Vulnerable"
"5562","Sminthopsis crassicaudata","Least Concern"
"5563","Sminthopsis dolichura","Least Concern"
"5564","Sminthopsis douglasi","Near Threatened"
"5565","Sminthopsis gilberti","Least Concern"
"5566","Sminthopsis granulipes","Least Concern"
"5567","Sminthopsis griseoventer","Least Concern"
"5568","Sminthopsis hirtipes","Least Concern"
"5569","Sminthopsis leucopus","Least Concern"
"5570","Sminthopsis longicaudata","Least Concern"
"5571","Sminthopsis macroura","Least Concern"
"5572","Sminthopsis murina","Least Concern"
"5573","Sminthopsis ooldea","Least Concern"
"5574","Sminthopsis psammophila","Vulnerable"
"5575","Sminthopsis virginiae","Least Concern"
"5576","Sminthopsis youngsoni","Least Concern"
"5577","Smutsia gigantea","Endangered"
"5578","Smutsia temminckii","Vulnerable"
"5579","Solenodon marcanoi","Extinct"
"5580","Solenodon paradoxus","Least Concern"
"5581","Solisorex pearsoni","Endangered"
"5582","Solomys ponceleti","Critically Endangered"
"5583","Solomys salamonis","Data Deficient"
"5584","Solomys salebrosus","Endangered"
"5585","Solomys sapientis","Endangered"
"5586","Sommeromys macrorhinos","Data Deficient"
"5587","Sooretamys angouya","Least Concern"
"5588","Sorex alaskanus","Data Deficient"
"5589","Sorex alpinus","Near Threatened"
"5590","Sorex alpinus","Near Threatened"
"5591","Sorex antinorii","Least Concern"
"5592","Sorex araneus","Least Concern"
"5593","Sorex araneus","Least Concern"
"5594","Sorex araneus","Least Concern"
"5595","Sorex arcticus","Least Concern"
"5596","Sorex arizonae","Least Concern"
"5597","Sorex asper","Least Concern"
"5598","Sorex bairdi","Least Concern"
"5599","Sorex bedfordiae","Least Concern"
"5600","Sorex bendirii","Least Concern"
"5601","Sorex buchariensis","Data Deficient"
"5602","Sorex caecutiens","Least Concern"
"5603","Sorex caecutiens","Least Concern"
"5604","Sorex camtschatica","Least Concern"
"5605","Sorex cansulus","Data Deficient"
"5606","Sorex cinereus","Least Concern"
"5607","Sorex coronatus","Least Concern"
"5608","Sorex coronatus","Least Concern"
"5609","Sorex cylindricauda","Least Concern"
"5610","Sorex daphaenodon","Least Concern"
"5611","Sorex dispar","Least Concern"
"5612","Sorex emarginatus","Least Concern"
"5613","Sorex excelsus","Least Concern"
"5614","Sorex fumeus","Least Concern"
"5615","Sorex gracillimus","Least Concern"
"5616","Sorex granarius","Least Concern"
"5617","Sorex haydeni","Least Concern"
"5618","Sorex hosonoi","Least Concern"
"5619","Sorex hoyi","Least Concern"
"5620","Sorex isodon","Least Concern"
"5621","Sorex isodon","Least Concern"
"5622","Sorex ixtlanensis","Data Deficient"
"5623","Sorex jacksoni","Least Concern"
"5624","Sorex kozlovi","Data Deficient"
"5625","Sorex leucogaster","Data Deficient"
"5626","Sorex longirostris","Least Concern"
"5627","Sorex lyelli","Least Concern"
"5628","Sorex macrodon","Vulnerable"
"5629","Sorex maritimensis","Least Concern"
"5630","Sorex mediopua","Least Concern"
"5631","Sorex merriami","Least Concern"
"5632","Sorex milleri","Vulnerable"
"5633","Sorex minutissimus","Least Concern"
"5634","Sorex minutissimus","Least Concern"
"5635","Sorex minutus","Least Concern"
"5636","Sorex minutus","Least Concern"
"5637","Sorex minutus","Least Concern"
"5638","Sorex mirabilis","Data Deficient"
"5639","Sorex monticolus","Least Concern"
"5640","Sorex nanus","Least Concern"
"5641","Sorex neomexicanus","Data Deficient"
"5642","Sorex oreopolus","Least Concern"
"5643","Sorex orizabae","Least Concern"
"5644","Sorex ornatus","Least Concern"
"5645","Sorex pacificus","Least Concern"
"5646","Sorex palustris","Least Concern"
"5647","Sorex planiceps","Least Concern"
"5648","Sorex portenkoi","Data Deficient"
"5649","Sorex preblei","Least Concern"
"5650","Sorex pribilofensis","Endangered"
"5651","Sorex raddei","Least Concern"
"5652","Sorex raddei","Least Concern"
"5653","Sorex roboratus","Least Concern"
"5654","Sorex rohweri","Least Concern"
"5655","Sorex samniticus","Least Concern"
"5656","Sorex satunini","Least Concern"
"5657","Sorex satunini","Least Concern"
"5658","Sorex saussurei","Least Concern"
"5659","Sorex sclateri","Critically Endangered"
"5660","Sorex shinto","Least Concern"
"5661","Sorex sinalis","Data Deficient"
"5662","Sorex sonomae","Least Concern"
"5663","Sorex stizodon","Critically Endangered"
"5664","Sorex tenellus","Least Concern"
"5665","Sorex thibetanus","Data Deficient"
"5666","Sorex trowbridgii","Least Concern"
"5667","Sorex tundrensis","Least Concern"
"5668","Sorex tundrensis","Least Concern"
"5669","Sorex ugyunak","Least Concern"
"5670","Sorex unguiculatus","Least Concern"
"5671","Sorex vagrans","Least Concern"
"5672","Sorex ventralis","Least Concern"
"5673","Sorex veraecrucis","Least Concern"
"5674","Sorex veraepacis","Least Concern"
"5675","Sorex volnuchini","Least Concern"
"5676","Sorex volnuchini","Least Concern"
"5677","Sorex yukonicus","Least Concern"
"5678","Soricomys kalinga","Least Concern"
"5679","Soricomys leonardocoi","Data Deficient"
"5680","Soricomys montanus","Least Concern"
"5681","Soricomys musseri","Least Concern"
"5682","Soriculus nigrescens","Least Concern"
"5683","Sotalia fluviatilis","Endangered"
"5684","Sotalia guianensis","Near Threatened"
"5685","Sousa chinensis","Vulnerable"
"5686","Sousa plumbea","Endangered"
"5687","Sousa sahulensis","Vulnerable"
"5688","Sousa teuszii","Critically Endangered"
"5689","Spalacopus cyanus","Least Concern"
"5690","Spalax antiquus","Endangered"
"5691","Spalax arenarius","Endangered"
"5692","Spalax arenarius","Endangered"
"5693","Spalax giganteus","Least Concern"
"5694","Spalax graecus","Vulnerable"
"5695","Spalax istricus","Critically Endangered"
"5696","Spalax microphthalmus","Least Concern"
"5697","Spalax uralensis","Near Threatened"
"5698","Spalax zemni","Vulnerable"
"5699","Speothos venaticus","Near Threatened"
"5700","Spermophilopsis leptodactylus","Least Concern"
"5701","Spermophilus alashanicus","Least Concern"
"5702","Spermophilus brevicauda","Least Concern"
"5703","Spermophilus citellus","Vulnerable"
"5704","Spermophilus citellus","Endangered"
"5705","Spermophilus dauricus","Least Concern"
"5706","Spermophilus erythrogenys","Least Concern"
"5707","Spermophilus fulvus","Least Concern"
"5708","Spermophilus fulvus","Least Concern"
"5709","Spermophilus major","Least Concern"
"5710","Spermophilus major","Least Concern"
"5711","Spermophilus musicus","Near Threatened"
"5712","Spermophilus pallidicauda","Least Concern"
"5713","Spermophilus pygmaeus","Least Concern"
"5714","Spermophilus pygmaeus","Least Concern"
"5715","Spermophilus ralli","Least Concern"
"5716","Spermophilus relictus","Least Concern"
"5717","Spermophilus suslicus","Near Threatened"
"5718","Spermophilus taurensis","Least Concern"
"5719","Spermophilus xanthoprymnus","Near Threatened"
"5720","Spermophilus xanthoprymnus","Near Threatened"
"5721","Sphaerias blanfordi","Least Concern"
"5722","Sphaeronycteris toxophyllum","Least Concern"
"5723","Spilocuscus kraemeri","Near Threatened"
"5724","Spilocuscus maculatus","Least Concern"
"5725","Spilocuscus papuensis","Vulnerable"
"5726","Spilocuscus rufoniger","Critically Endangered"
"5727","Spilocuscus wilsoni","Critically Endangered"
"5728","Spilogale angustifrons","Least Concern"
"5729","Spilogale gracilis","Least Concern"
"5730","Spilogale putorius","Vulnerable"
"5731","Spilogale pygmaea","Vulnerable"
"5732","Srilankamys ohiensis","Vulnerable"
"5733","Steatomys bocagei","Least Concern"
"5734","Steatomys caurinus","Least Concern"
"5735","Steatomys cuppedius","Least Concern"
"5736","Steatomys jacksoni","Data Deficient"
"5737","Steatomys krebsii","Least Concern"
"5738","Steatomys opimus","Least Concern"
"5739","Steatomys parvus","Least Concern"
"5740","Steatomys pratensis","Least Concern"
"5741","Stenella attenuata","Least Concern"
"5742","Stenella clymene","Least Concern"
"5743","Stenella coeruleoalba","Vulnerable"
"5744","Stenella coeruleoalba","Data Deficient"
"5745","Stenella coeruleoalba","Least Concern"
"5746","Stenella frontalis","Least Concern"
"5747","Stenella longirostris","Least Concern"
"5748","Steno bredanensis","Not Applicable"
"5749","Steno bredanensis","Least Concern"
"5750","Stenocephalemys albipes","Least Concern"
"5751","Stenocephalemys albocaudata","Least Concern"
"5752","Stenocephalemys griseicauda","Least Concern"
"5753","Stenocephalemys ruppi","Data Deficient"
"5754","Stenoderma rufum","Near Threatened"
"5755","Stochomys longicaudatus","Least Concern"
"5756","Strigocuscus celebensis","Near Threatened"
"5757","Strigocuscus pelengensis","Least Concern"
"5758","Sturnira angeli","Near Threatened"
"5759","Sturnira aratathomasi","Least Concern"
"5760","Sturnira bakeri","Least Concern"
"5761","Sturnira bidens","Least Concern"
"5762","Sturnira bogotensis","Least Concern"
"5763","Sturnira burtonlimi","Data Deficient"
"5764","Sturnira erythromos","Least Concern"
"5765","Sturnira hondurensis","Least Concern"
"5766","Sturnira koopmanhilli","Data Deficient"
"5767","Sturnira lilium","Least Concern"
"5768","Sturnira ludovici","Least Concern"
"5769","Sturnira luisi","Least Concern"
"5770","Sturnira magna","Least Concern"
"5771","Sturnira mistratensis","Data Deficient"
"5772","Sturnira mordax","Least Concern"
"5773","Sturnira nana","Endangered"
"5774","Sturnira oporaphilum","Least Concern"
"5775","Sturnira parvidens","Least Concern"
"5776","Sturnira paulsoni","Near Threatened"
"5777","Sturnira perla","Data Deficient"
"5778","Sturnira sorianoi","Data Deficient"
"5779","Sturnira tildae","Least Concern"
"5780","Styloctenium mindorensis","Endangered"
"5781","Styloctenium wallacei","Near Threatened"
"5782","Stylodipus andrewsi","Least Concern"
"5783","Stylodipus sungorus","Least Concern"
"5784","Stylodipus telum","Least Concern"
"5785","Stylodipus telum","Least Concern"
"5786","Submyotodon latirostris","Least Concern"
"5787","Suncus aequatorius","Endangered"
"5788","Suncus ater","Data Deficient"
"5789","Suncus dayi","Endangered"
"5790","Suncus etruscus","Least Concern"
"5791","Suncus fellowesgordoni","Endangered"
"5792","Suncus hosei","Data Deficient"
"5793","Suncus hututsi","Data Deficient"
"5794","Suncus infinitesimus","Least Concern"
"5795","Suncus lixus","Least Concern"
"5796","Suncus malayanus","Least Concern"
"5797","Suncus megalura","Least Concern"
"5798","Suncus mertensi","Endangered"
"5799","Suncus montanus","Vulnerable"
"5800","Suncus murinus","Least Concern"
"5801","Suncus remyi","Least Concern"
"5802","Suncus stoliczkanus","Least Concern"
"5803","Suncus varilla","Least Concern"
"5804","Suncus zeylanicus","Endangered"
"5805","Sundamys infraluteus","Least Concern"
"5806","Sundamys maxi","Vulnerable"
"5807","Sundamys muelleri","Least Concern"
"5808","Sundasciurus brookei","Least Concern"
"5809","Sundasciurus davensis","Data Deficient"
"5810","Sundasciurus fraterculus","Vulnerable"
"5811","Sundasciurus hippurus","Near Threatened"
"5812","Sundasciurus hoogstraali","Least Concern"
"5813","Sundasciurus jentinki","Least Concern"
"5814","Sundasciurus juvencus","Least Concern"
"5815","Sundasciurus lowii","Least Concern"
"5816","Sundasciurus mindanensis","Least Concern"
"5817","Sundasciurus moellendorffi","Near Threatened"
"5818","Sundasciurus philippinensis","Least Concern"
"5819","Sundasciurus rabori","Data Deficient"
"5820","Sundasciurus samarensis","Least Concern"
"5821","Sundasciurus steerii","Least Concern"
"5822","Sundasciurus tenuis","Least Concern"
"5823","Surdisorex norae","Least Concern"
"5824","Surdisorex polulus","Data Deficient"
"5825","Surdisorex schlitteri","Data Deficient"
"5826","Suricata suricatta","Least Concern"
"5827","Sus ahoenobarbus","Near Threatened"
"5828","Sus barbatus","Vulnerable"
"5829","Sus bucculentus","Extinct"
"5830","Sus cebifrons","Critically Endangered"
"5831","Sus celebensis","Near Threatened"
"5832","Sus oliveri","Vulnerable"
"5833","Sus philippensis","Vulnerable"
"5834","Sus scrofa","Least Concern"
"5835","Sus scrofa","Least Concern"
"5836","Sus scrofa","Least Concern"
"5837","Sus verrucosus","Endangered"
"5838","Syconycteris australis","Least Concern"
"5839","Syconycteris carolinae","Vulnerable"
"5840","Syconycteris hobbit","Least Concern"
"5841","Sylvicapra grimmia","Least Concern"
"5842","Sylvilagus andinus","Data Deficient"
"5843","Sylvilagus aquaticus","Least Concern"
"5844","Sylvilagus audubonii","Least Concern"
"5845","Sylvilagus bachmani","Least Concern"
"5846","Sylvilagus brasiliensis","Endangered"
"5847","Sylvilagus cognatus","Endangered"
"5848","Sylvilagus cunicularius","Least Concern"
"5849","Sylvilagus dicei","Vulnerable"
"5850","Sylvilagus floridanus","Least Concern"
"5851","Sylvilagus gabbi","Least Concern"
"5852","Sylvilagus graysoni","Endangered"
"5853","Sylvilagus insonus","Data Deficient"
"5854","Sylvilagus mansuetus","Critically Endangered"
"5855","Sylvilagus nuttallii","Least Concern"
"5856","Sylvilagus obscurus","Near Threatened"
"5857","Sylvilagus palustris","Least Concern"
"5858","Sylvilagus robustus","Vulnerable"
"5859","Sylvilagus sanctaemartae","Data Deficient"
"5860","Sylvilagus tapetillus","Vulnerable"
"5861","Sylvilagus transitionalis","Vulnerable"
"5862","Sylvilagus varynaensis","Data Deficient"
"5863","Sylvisorex akaibei","Data Deficient"
"5864","Sylvisorex camerunensis","Vulnerable"
"5865","Sylvisorex corbeti","Data Deficient"
"5866","Sylvisorex granti","Least Concern"
"5867","Sylvisorex howelli","Least Concern"
"5868","Sylvisorex isabellae","Vulnerable"
"5869","Sylvisorex johnstoni","Least Concern"
"5870","Sylvisorex konganensis","Data Deficient"
"5871","Sylvisorex lunaris","Near Threatened"
"5872","Sylvisorex morio","Endangered"
"5873","Sylvisorex ollula","Least Concern"
"5874","Sylvisorex oriundus","Data Deficient"
"5875","Sylvisorex pluvialis","Data Deficient"
"5876","Sylvisorex silvanorum","Data Deficient"
"5877","Sylvisorex vulcanorum","Least Concern"
"5878","Symphalangus syndactylus","Endangered"
"5879","Synaptomys borealis","Least Concern"
"5880","Synaptomys cooperi","Least Concern"
"5881","Syncerus caffer","Near Threatened"
"5882","Syntheosciurus brochus","Data Deficient"
"5883","Tachyglossus aculeatus","Least Concern"
"5884","Tachyoryctes macrocephalus","Endangered"
"5885","Tachyoryctes splendens","Least Concern"
"5886","Tadarida aegyptiaca","Least Concern"
"5887","Tadarida aegyptiaca","Least Concern"
"5888","Tadarida brasiliensis","Least Concern"
"5889","Tadarida fulminans","Least Concern"
"5890","Tadarida insignis","Data Deficient"
"5891","Tadarida latouchei","Endangered"
"5892","Tadarida lobata","Least Concern"
"5893","Tadarida teniotis","Least Concern"
"5894","Tadarida teniotis","Least Concern"
"5895","Tadarida teniotis","Least Concern"
"5896","Tadarida ventralis","Data Deficient"
"5897","Taeromys arcuatus","Least Concern"
"5898","Taeromys callitrichus","Data Deficient"
"5899","Taeromys celebensis","Least Concern"
"5900","Taeromys hamatus","Data Deficient"
"5901","Taeromys microbullatus","Data Deficient"
"5902","Taeromys punicans","Data Deficient"
"5903","Taeromys taerae","Vulnerable"
"5904","Talpa altaica","Least Concern"
"5905","Talpa caeca","Least Concern"
